//Npcs Lorencia
//==================================================
//Mob	Map	Rad	X	Y	Dir	Name
//==================================================
0
51	7	30	147	114	-1	//Great Bahamut
51	7	30	84	170	-1	//Great Bahamut
49	7	30	19	230	-1	//Hydra
49	7	30	24	227	-1	//Hydra
49	7	30	211	192	-1	//Hydra
49	7	30	229	203	-1	//Hydra
end

//Monsters Tarkan
//==================================================
//Mob	Map	Rad	X	Y	Dir	Name
//==================================================
2
62	8	30	146	53	-1	//Mutant
62	8	30	148	43	-1	//Mutant
62	8	30	155	40	-1	//Mutant
62	8	30	134	57	-1	//Mutant
62	8	30	151	34	-1	//Mutant
62	8	30	149	28	-1	//Mutant
62	8	30	141	74	-1	//Mutant
62	8	30	142	68	-1	//Mutant
62	8	30	141	24	-1	//Mutant
62	8	30	137	20	-1	//Mutant
62	8	30	132	15	-1	//Mutant
62	8	30	134	82	-1	//Mutant
62	8	30	135	89	-1	//Mutant
62	8	30	136	96	-1	//Mutant
62	8	30	148	91	-1	//Mutant
62	8	30	157	89	-1	//Mutant
62	8	30	158	80	-1	//Mutant
62	8	30	154	73	-1	//Mutant
62	8	30	162	101	-1	//Mutant
62	8	30	161	110	-1	//Mutant
62	8	30	171	116	-1	//Mutant
62	8	30	180	112	-1	//Mutant
62	8	30	190	112	-1	//Mutant
62	8	30	197	108	-1	//Mutant
62	8	30	205	105	-1	//Mutant
62	8	30	186	120	-1	//Mutant
62	8	30	173	129	-1	//Mutant
62	8	30	169	136	-1	//Mutant
62	8	30	162	141	-1	//Mutant
62	8	30	159	148	-1	//Mutant
62	8	30	151	155	-1	//Mutant
62	8	30	152	147	-1	//Mutant
62	8	30	152	133	-1	//Mutant
62	8	30	162	129	-1	//Mutant
62	8	30	152	125	-1	//Mutant
62	8	30	152	116	-1	//Mutant
62	8	30	171	106	-1	//Mutant
62	8	30	151	101	-1	//Mutant
62	8	30	142	100	-1	//Mutant
62	8	30	140	37	-1	//Mutant
62	8	30	133	65	-1	//Mutant
60	8	30	148	66	-1	//Bloody Wolf
60	8	30	181	123	-1	//Bloody Wolf
60	8	30	134	72	-1	//Bloody Wolf
60	8	30	128	74	-1	//Bloody Wolf
60	8	30	115	86	-1	//Bloody Wolf
60	8	30	121	87	-1	//Bloody Wolf
60	8	30	128	98	-1	//Bloody Wolf
60	8	30	121	99	-1	//Bloody Wolf
60	8	30	108	95	-1	//Bloody Wolf
60	8	30	104	87	-1	//Bloody Wolf
60	8	30	107	80	-1	//Bloody Wolf
60	8	30	109	64	-1	//Bloody Wolf
60	8	30	108	55	-1	//Bloody Wolf
60	8	30	118	42	-1	//Bloody Wolf
60	8	30	126	42	-1	//Bloody Wolf
60	8	30	133	44	-1	//Bloody Wolf
60	8	30	125	26	-1	//Bloody Wolf
60	8	30	113	34	-1	//Bloody Wolf
60	8	30	105	33	-1	//Bloody Wolf
60	8	30	108	43	-1	//Bloody Wolf
60	8	30	103	49	-1	//Bloody Wolf
60	8	30	97	46	-1	//Bloody Wolf
60	8	30	88	41	-1	//Bloody Wolf
60	8	30	95	26	-1	//Bloody Wolf
60	8	30	96	36	-1	//Bloody Wolf
60	8	30	96	56	-1	//Bloody Wolf
60	8	30	102	61	-1	//Bloody Wolf
60	8	30	104	70	-1	//Bloody Wolf
60	8	30	96	78	-1	//Bloody Wolf
60	8	30	97	66	-1	//Bloody Wolf
60	8	30	91	86	-1	//Bloody Wolf
60	8	30	74	81	-1	//Bloody Wolf
57	8	30	123	73	-1	//Iron Wheel
57	8	30	81	63	-1	//Iron Wheel
57	8	30	70	57	-1	//Iron Wheel
57	8	30	65	64	-1	//Iron Wheel
57	8	30	64	71	-1	//Iron Wheel
57	8	30	56	75	-1	//Iron Wheel
57	8	30	46	71	-1	//Iron Wheel
57	8	30	38	71	-1	//Iron Wheel
57	8	30	35	62	-1	//Iron Wheel
57	8	30	27	75	-1	//Iron Wheel
57	8	30	34	78	-1	//Iron Wheel
57	8	30	25	83	-1	//Iron Wheel
57	8	30	21	92	-1	//Iron Wheel
57	8	30	38	98	-1	//Iron Wheel
57	8	30	48	99	-1	//Iron Wheel
57	8	30	55	100	-1	//Iron Wheel
57	8	30	62	91	-1	//Iron Wheel
57	8	30	70	92	-1	//Iron Wheel
57	8	30	79	89	-1	//Iron Wheel
57	8	30	85	91	-1	//Iron Wheel
57	8	30	89	71	-1	//Iron Wheel
57	8	30	90	50	-1	//Iron Wheel
57	8	30	114	78	-1	//Iron Wheel
58	8	30	8	219	-1	//Tantallos
58	8	30	18	238	-1	//Tantallos
58	8	30	38	87	-1	//Tantallos
58	8	30	69	120	-1	//Tantallos
58	8	30	61	121	-1	//Tantallos
58	8	30	54	120	-1	//Tantallos
58	8	30	43	121	-1	//Tantallos
58	8	30	35	121	-1	//Tantallos
58	8	30	24	120	-1	//Tantallos
58	8	30	18	127	-1	//Tantallos
58	8	30	25	127	-1	//Tantallos
58	8	30	32	132	-1	//Tantallos
58	8	30	29	98	-1	//Tantallos
58	8	30	42	134	-1	//Tantallos
58	8	30	35	141	-1	//Tantallos
58	8	30	26	149	-1	//Tantallos
58	8	30	26	160	-1	//Tantallos
58	8	30	33	157	-1	//Tantallos
58	8	30	40	150	-1	//Tantallos
58	8	30	52	138	-1	//Tantallos
58	8	30	61	134	-1	//Tantallos
58	8	30	75	133	-1	//Tantallos
58	8	30	81	126	-1	//Tantallos
58	8	30	87	120	-1	//Tantallos
58	8	30	77	118	-1	//Tantallos
58	8	30	96	123	-1	//Tantallos
58	8	30	107	119	-1	//Tantallos
58	8	30	112	124	-1	//Tantallos
58	8	30	119	139	-1	//Tantallos
58	8	30	107	139	-1	//Tantallos
58	8	30	105	130	-1	//Tantallos
58	8	30	107	149	-1	//Tantallos
58	8	30	86	131	-1	//Tantallos
58	8	30	76	145	-1	//Tantallos
58	8	30	69	139	-1	//Tantallos
58	8	30	60	143	-1	//Tantallos
58	8	30	52	157	-1	//Tantallos
58	8	30	52	165	-1	//Tantallos
58	8	30	45	175	-1	//Tantallos
58	8	30	33	168	-1	//Tantallos
58	8	30	35	175	-1	//Tantallos
58	8	30	42	164	-1	//Tantallos
58	8	30	64	164	-1	//Tantallos
58	8	30	79	156	-1	//Tantallos
58	8	30	93	137	-1	//Tantallos
58	8	30	115	154	-1	//Tantallos
58	8	30	124	152	-1	//Tantallos
58	8	30	129	141	-1	//Tantallos
58	8	30	125	129	-1	//Tantallos
58	8	30	124	161	-1	//Tantallos
58	8	30	115	168	-1	//Tantallos
58	8	30	120	177	-1	//Tantallos
58	8	30	98	193	-1	//Tantallos
58	8	30	71	184	-1	//Tantallos
58	8	30	176	214	-1	//Tantallos
58	8	30	160	203	-1	//Tantallos
58	8	30	24	212	-1	//Tantallos
58	8	30	27	229	-1	//Tantallos
58	8	30	36	225	-1	//Tantallos
58	8	30	42	244	-1	//Tantallos
58	8	30	22	244	-1	//Tantallos
58	8	30	52	204	-1	//Tantallos
58	8	30	165	219	-1	//Tantallos
61	8	30	7	205	-1	//Beam Knight
61	8	30	5	214	-1	//Beam Knight
61	8	30	6	228	-1	//Beam Knight
61	8	30	72	167	-1	//Beam Knight
61	8	30	83	176	-1	//Beam Knight
61	8	30	63	173	-1	//Beam Knight
61	8	30	11	234	-1	//Beam Knight
61	8	30	73	125	-1	//Beam Knight
61	8	30	131	178	-1	//Beam Knight
61	8	30	127	171	-1	//Beam Knight
61	8	30	127	188	-1	//Beam Knight
61	8	30	121	196	-1	//Beam Knight
61	8	30	123	208	-1	//Beam Knight
61	8	30	121	217	-1	//Beam Knight
61	8	30	106	225	-1	//Beam Knight
61	8	30	109	217	-1	//Beam Knight
61	8	30	102	212	-1	//Beam Knight
61	8	30	98	207	-1	//Beam Knight
61	8	30	88	208	-1	//Beam Knight
61	8	30	80	207	-1	//Beam Knight
61	8	30	78	198	-1	//Beam Knight
61	8	30	88	189	-1	//Beam Knight
61	8	30	83	185	-1	//Beam Knight
61	8	30	73	179	-1	//Beam Knight
61	8	30	161	188	-1	//Beam Knight
61	8	30	114	209	-1	//Beam Knight
61	8	30	153	187	-1	//Beam Knight
61	8	30	166	190	-1	//Beam Knight
61	8	30	159	195	-1	//Beam Knight
61	8	30	172	195	-1	//Beam Knight
61	8	30	179	194	-1	//Beam Knight
61	8	30	183	201	-1	//Beam Knight
61	8	30	177	207	-1	//Beam Knight
61	8	30	173	221	-1	//Beam Knight
61	8	30	161	218	-1	//Beam Knight
61	8	30	157	214	-1	//Beam Knight
61	8	30	153	209	-1	//Beam Knight
61	8	30	150	203	-1	//Beam Knight
61	8	30	167	225	-1	//Beam Knight
61	8	30	93	150	-1	//Beam Knight
61	8	30	169	204	-1	//Beam Knight
61	8	30	44	213	-1	//Beam Knight
61	8	30	39	210	-1	//Beam Knight
61	8	30	31	207	-1	//Beam Knight
61	8	30	31	236	-1	//Beam Knight
61	8	30	29	245	-1	//Beam Knight
61	8	30	50	241	-1	//Beam Knight
61	8	30	50	230	-1	//Beam Knight
61	8	30	43	222	-1	//Beam Knight
61	8	30	29	220	-1	//Beam Knight
61	8	30	15	218	-1	//Beam Knight
61	8	30	19	205	-1	//Beam Knight
61	8	30	11	246	-1	//Beam Knight
61	8	30	6	240	-1	//Beam Knight
61	8	30	157	224	-1	//Beam Knight
61	8	30	85	141	-1	//Beam Knight
63	8	30	161	225	-1	//Death Beam Knight
63	8	30	161	225	-1	//Death Beam Knight
63	8	30	161	225	-1	//Death Beam Knight
63	8	30	161	225	-1	//Death Beam Knight
59	8	30	11	241	-1	//Zaikan
end

//Monsters Icarus
//==================================================
//Mob	Map	Rad	X	Y	Dir	Name
//==================================================
2
69	10	30	21	39	-1	//Alquamos
69	10	30	44	27	-1	//Alquamos
69	10	30	12	27	-1	//Alquamos
69	10	30	13	38	-1	//Alquamos
69	10	30	48	40	-1	//Alquamos
69	10	30	28	28	-1	//Alquamos
69	10	30	66	37	-1	//Alquamos
69	10	30	80	41	-1	//Alquamos
69	10	30	40	34	-1	//Alquamos
69	10	30	31	37	-1	//Alquamos
69	10	30	18	31	-1	//Alquamos
70	10	30	66	68	-1	//Queen Rainer
70	10	30	85	88	-1	//Queen Rainer
70	10	30	80	76	-1	//Queen Rainer
70	10	30	60	84	-1	//Queen Rainer
70	10	30	89	38	-1	//Queen Rainer
70	10	30	91	59	-1	//Queen Rainer
71	10	30	88	70	-1	//Mega Crust
71	10	30	84	47	-1	//Mega Crust
71	10	30	79	33	-1	//Mega Crust
71	10	30	58	42	-1	//Mega Crust
71	10	30	70	43	-1	//Mega Crust
71	10	30	64	30	-1	//Mega Crust
71	10	30	53	27	-1	//Mega Crust
71	10	30	93	47	-1	//Mega Crust
71	10	30	57	34	-1	//Mega Crust
71	10	30	71	33	-1	//Mega Crust
72	10	30	41	113	-1	//Phantom Knight
72	10	30	42	135	-1	//Phantom Knight
72	10	30	51	126	-1	//Phantom Knight
72	10	30	53	138	-1	//Phantom Knight
72	10	30	44	148	-1	//Phantom Knight
72	10	30	33	119	-1	//Phantom Knight
72	10	30	41	157	-1	//Phantom Knight
72	10	30	42	122	-1	//Phantom Knight
72	10	30	53	150	-1	//Phantom Knight
72	10	30	38	216	-1	//Phantom Knight
72	10	30	44	221	-1	//Phantom Knight
72	10	30	36	226	-1	//Phantom Knight
73	10	30	55	73	-1	//Drakan
73	10	30	70	78	-1	//Drakan
73	10	30	45	72	-1	//Drakan
73	10	30	35	69	-1	//Drakan
73	10	30	26	74	-1	//Drakan
73	10	30	36	79	-1	//Drakan
74	10	30	29	104	-1	//Alpha Crust
74	10	30	38	103	-1	//Alpha Crust
74	10	30	35	94	-1	//Alpha Crust
74	10	30	32	87	-1	//Alpha Crust
74	10	30	39	85	-1	//Alpha Crust
74	10	30	33	111	-1	//Alpha Crust
75	10	30	50	162	-1	//Great Drakan
75	10	30	52	174	-1	//Great Drakan
75	10	30	55	181	-1	//Great Drakan
75	10	30	44	212	-1	//Great Drakan
75	10	30	47	189	-1	//Great Drakan
75	10	30	59	190	-1	//Great Drakan
75	10	30	48	200	-1	//Great Drakan
75	10	30	57	200	-1	//Great Drakan
75	10	30	27	220	-1	//Great Drakan
75	10	30	43	238	-1	//Great Drakan
75	10	30	23	233	-1	//Great Drakan
76	10	30	48	228	-1	//Phoenix Shield
77	10	30	34	238	-1	//Phoenix of Darkness
76	10	30	48	228	-1	//Phoenix  Shield
77	10	30	34	238	-1	//Phoenix of Darkness
end

//Npcs Kalima
//==================================================
//Mob	Map	Rad	X	Y	Dir	Name
//==================================================
0
259	24	0	19	31	1	//Oracle Layla
259	25	0	19	31	1	//Oracle Layla
259	26	0	19	31	1	//Oracle Layla
259	27	0	19	31	1	//Oracle Layla
259	28	0	19	31	1	//Oracle Layla
259	29	0	19	31	1	//Oracle Layla
end

//Monsters Kalima 1
//==================================================
//Mob	Map	Rad	X	Y	Dir	Name
//==================================================
2
144	24	30	112	37	-1	//Death Angel
144	24	30	113	55	-1	//Death Angel
144	24	30	113	49	-1	//Death Angel
144	24	30	113	56	-1	//Death Angel
144	24	30	104	58	-1	//Death Angel
144	24	30	119	63	-1	//Death Angel
144	24	30	109	85	-1	//Death Angel
144	24	30	122	80	-1	//Death Angel
145	24	30	92	86	-1	//Death Centurion
145	24	30	73	80	-1	//Death Centurion
145	24	30	74	70	-1	//Death Centurion
145	24	30	66	76	-1	//Death Centurion
145	24	30	66	79	-1	//Death Centurion
146	24	30	75	18	-1	//Bloody Soldier
146	24	30	88	20	-1	//Bloody Soldier
146	24	30	79	17	-1	//Bloody Soldier
146	24	30	99	15	-1	//Bloody Soldier
146	24	30	98	19	-1	//Bloody Soldier
146	24	30	98	15	-1	//Bloody Soldier
146	24	30	110	10	-1	//Bloody Soldier
146	24	30	111	33	-1	//Bloody Soldier
146	24	30	106	32	-1	//Bloody Soldier
146	24	30	105	40	-1	//Bloody Soldier
146	24	30	122	40	-1	//Bloody Soldier
146	24	30	121	37	-1	//Bloody Soldier
147	24	30	34	22	-1	//Aegis
147	24	30	25	12	-1	//Aegis
147	24	30	30	16	-1	//Aegis
147	24	30	29	22	-1	//Aegis
147	24	30	41	11	-1	//Aegis
148	24	30	44	31	-1	//Lord Centurion
148	24	30	50	22	-1	//Lord Centurion
148	24	30	54	17	-1	//Lord Centurion
148	24	30	55	16	-1	//Lord Centurion
148	24	30	71	27	-1	//Lord Centurion
148	24	30	64	12	-1	//Lord Centurion
148	24	30	64	21	-1	//Lord Centurion
149	24	30	98	84	-1	//Necron
149	24	30	103	92	-1	//Necron
149	24	30	105	108	-1	//Necron
149	24	30	100	97	-1	//Necron
149	24	30	103	108	-1	//Necron
149	24	30	104	109	-1	//Necron
149	24	30	97	83	-1	//Necron
149	24	30	92	81	-1	//Necron
160	24	30	38	48	-1	//Schriker
160	24	30	41	53	-1	//Schriker
160	24	30	43	57	-1	//Schriker
160	24	30	46	113	-1	//Schriker
160	24	30	42	98	-1	//Schriker
160	24	30	44	84	-1	//Schriker
160	24	30	40	113	-1	//Schriker
161	24	30	33	79	-1	//Illusion of Kundun
end

//Monsters Kalima 2
//==================================================
//Mob	Map	Rad	X	Y	Dir	Name
//==================================================
2
174	25	30	109	35	-1	//Death Angel
174	25	30	113	43	-1	//Death Angel
174	25	30	109	46	-1	//Death Angel
174	25	30	112	61	-1	//Death Angel
174	25	30	119	75	-1	//Death Angel
175	25	30	96	99	-1	//Death Centurion
175	25	30	70	77	-1	//Death Centurion
175	25	30	86	73	-1	//Death Centurion
175	25	30	80	69	-1	//Death Centurion
175	25	30	57	77	-1	//Death Centurion
176	25	30	90	21	-1	//Bloody Soldier
176	25	30	96	9	-1	//Bloody Soldier
176	25	30	100	17	-1	//Bloody Soldier
176	25	30	112	28	-1	//Bloody Soldier
176	25	30	122	27	-1	//Bloody Soldier
177	25	30	34	18	-1	//Aegis
177	25	30	24	26	-1	//Aegis
177	25	30	32	20	-1	//Aegis
177	25	30	29	20	-1	//Aegis
177	25	30	52	28	-1	//Aegis
177	25	30	49	24	-1	//Aegis
177	25	30	41	20	-1	//Aegis
178	25	30	55	24	-1	//Lord Centurion
178	25	30	71	20	-1	//Lord Centurion
178	25	30	63	23	-1	//Lord Centurion
178	25	30	61	24	-1	//Lord Centurion
178	25	30	78	17	-1	//Lord Centurion
178	25	30	92	16	-1	//Lord Centurion
178	25	30	88	13	-1	//Lord Centurion
179	25	30	119	71	-1	//Necron
179	25	30	121	78	-1	//Necron
179	25	30	105	85	-1	//Necron
179	25	30	111	89	-1	//Necron
179	25	30	103	98	-1	//Necron
180	25	30	46	68	-1	//Schriker
180	25	30	33	73	-1	//Schriker
180	25	30	42	61	-1	//Schriker
180	25	30	38	87	-1	//Schriker
180	25	30	54	98	-1	//Schriker
180	25	30	45	105	-1	//Schriker
181	25	30	30	76	-1	//Illusion of Kundun
end

//Monsters Kalima 3
//==================================================
//Mob	Map	Rad	X	Y	Dir	Name
//==================================================
2
182	26	30	103	49	-1	//Death Angel
182	26	30	110	53	-1	//Death Angel
182	26	30	103	60	-1	//Death Angel
182	26	30	113	72	-1	//Death Angel
182	26	30	121	67	-1	//Death Angel
182	26	30	108	81	-1	//Death Angel
182	26	30	113	86	-1	//Death Angel
182	26	30	111	85	-1	//Death Angel
182	26	30	118	97	-1	//Death Angel
182	26	30	114	96	-1	//Death Angel
183	26	30	77	71	-1	//Death Centurion
183	26	30	81	87	-1	//Death Centurion
183	26	30	80	78	-1	//Death Centurion
183	26	30	76	80	-1	//Death Centurion
183	26	30	67	71	-1	//Death Centurion
183	26	30	60	74	-1	//Death Centurion
183	26	30	64	79	-1	//Death Centurion
183	26	30	62	79	-1	//Death Centurion
184	26	30	103	11	-1	//Bloody Soldier
184	26	30	94	20	-1	//Bloody Soldier
184	26	30	94	17	-1	//Bloody Soldier
184	26	30	105	27	-1	//Bloody Soldier
184	26	30	112	40	-1	//Bloody Soldier
184	26	30	108	35	-1	//Bloody Soldier
184	26	30	111	39	-1	//Bloody Soldier
184	26	30	121	39	-1	//Bloody Soldier
185	26	30	35	11	-1	//Aegis
185	26	30	21	15	-1	//Aegis
185	26	30	47	13	-1	//Aegis
185	26	30	44	29	-1	//Aegis
185	26	30	42	23	-1	//Aegis
186	26	30	67	24	-1	//Lord Centurion
186	26	30	73	11	-1	//Lord Centurion
186	26	30	82	15	-1	//Lord Centurion
186	26	30	79	25	-1	//Lord Centurion
187	26	30	120	102	-1	//Necron
187	26	30	107	96	-1	//Necron
187	26	30	95	99	-1	//Necron
187	26	30	104	97	-1	//Necron
187	26	30	111	107	-1	//Necron
187	26	30	101	101	-1	//Necron
187	26	30	98	88	-1	//Necron
187	26	30	101	86	-1	//Necron
187	26	30	81	86	-1	//Necron
188	26	30	45	65	-1	//Schriker
188	26	30	43	56	-1	//Schriker
188	26	30	38	58	-1	//Schriker
188	26	30	33	112	-1	//Schriker
188	26	30	34	101	-1	//Schriker
188	26	30	38	94	-1	//Schriker
188	26	30	41	93	-1	//Schriker
188	26	30	46	97	-1	//Schriker
189	26	30	33	72	-1	//Illusion of Kundun
end

//Monsters Kalima 4
//==================================================
//Mob	Map	Rad	X	Y	Dir	Name
//==================================================
2
190	27	30	116	48	-1	//Death Angel
190	27	30	114	62	-1	//Death Angel
190	27	30	116	60	-1	//Death Angel
190	27	30	109	60	-1	//Death Angel
190	27	30	114	69	-1	//Death Angel
191	27	30	81	85	-1	//Death Centurion
191	27	30	80	81	-1	//Death Centurion
191	27	30	78	84	-1	//Death Centurion
191	27	30	82	78	-1	//Death Centurion
191	27	30	76	77	-1	//Death Centurion
191	27	30	62	72	-1	//Death Centurion
191	27	30	60	73	-1	//Death Centurion
192	27	30	98	22	-1	//Bloody Soldier
192	27	30	101	19	-1	//Bloody Soldier
192	27	30	112	32	-1	//Bloody Soldier
192	27	30	115	33	-1	//Bloody Soldier
192	27	30	121	40	-1	//Bloody Soldier
192	27	30	105	33	-1	//Bloody Soldier
193	27	30	20	18	-1	//Aegis
193	27	30	39	27	-1	//Aegis
193	27	30	47	31	-1	//Aegis
193	27	30	18	25	-1	//Aegis
193	27	30	46	18	-1	//Aegis
193	27	30	40	24	-1	//Aegis
193	27	30	44	18	-1	//Aegis
193	27	30	48	10	-1	//Aegis
193	27	30	54	17	-1	//Aegis
194	27	30	60	19	-1	//Lord Centurion
194	27	30	51	27	-1	//Lord Centurion
194	27	30	63	30	-1	//Lord Centurion
194	27	30	62	23	-1	//Lord Centurion
194	27	30	64	13	-1	//Lord Centurion
194	27	30	80	22	-1	//Lord Centurion
194	27	30	75	18	-1	//Lord Centurion
194	27	30	71	26	-1	//Lord Centurion
194	27	30	78	12	-1	//Lord Centurion
195	27	30	120	67	-1	//Necron
195	27	30	112	87	-1	//Necron
195	27	30	119	81	-1	//Necron
195	27	30	120	99	-1	//Necron
195	27	30	103	80	-1	//Necron
195	27	30	98	91	-1	//Necron
195	27	30	101	100	-1	//Necron
195	27	30	118	105	-1	//Necron
195	27	30	108	106	-1	//Necron
196	27	30	41	63	-1	//Schriker
196	27	30	29	73	-1	//Schriker
196	27	30	34	83	-1	//Schriker
196	27	30	35	94	-1	//Schriker
197	27	30	33	81	-1	//Illusion of Kundun
end

//Monsters Kalima 5
//==================================================
//Mob	Map	Rad	X	Y	Dir	Name
//==================================================
2
260	28	30	110	35	-1	//Death Angel
260	28	30	109	25	-1	//Death Angel
260	28	30	115	30	-1	//Death Angel
260	28	30	103	41	-1	//Death Angel
260	28	30	112	52	-1	//Death Angel
260	28	30	111	44	-1	//Death Angel
260	28	30	112	45	-1	//Death Angel
260	28	30	118	54	-1	//Death Angel
260	28	30	117	66	-1	//Death Angel
260	28	30	116	78	-1	//Death Angel
261	28	30	85	89	-1	//Death Centurion
261	28	30	76	77	-1	//Death Centurion
261	28	30	82	87	-1	//Death Centurion
261	28	30	69	79	-1	//Death Centurion
261	28	30	59	73	-1	//Death Centurion
262	28	30	92	19	-1	//Bloody Soldier
262	28	30	93	15	-1	//Bloody Soldier
262	28	30	107	11	-1	//Bloody Soldier
262	28	30	112	11	-1	//Bloody Soldier
262	28	30	109	35	-1	//Bloody Soldier
262	28	30	117	20	-1	//Bloody Soldier
263	28	30	38	19	-1	//Aegis
263	28	30	41	15	-1	//Aegis
263	28	30	47	13	-1	//Aegis
264	28	30	62	14	-1	//Lord Centurion
264	28	30	56	9	-1	//Lord Centurion
264	28	30	58	20	-1	//Lord Centurion
264	28	30	65	14	-1	//Lord Centurion
264	28	30	68	29	-1	//Lord Centurion
264	28	30	91	19	-1	//Lord Centurion
265	28	30	110	72	-1	//Necron
265	28	30	115	71	-1	//Necron
265	28	30	120	97	-1	//Necron
265	28	30	101	88	-1	//Necron
265	28	30	102	81	-1	//Necron
265	28	30	113	96	-1	//Necron
265	28	30	118	104	-1	//Necron
265	28	30	114	105	-1	//Necron
265	28	30	88	91	-1	//Necron
266	28	30	44	57	-1	//Schriker
266	28	30	27	57	-1	//Schriker
266	28	30	36	79	-1	//Schriker
266	28	30	40	94	-1	//Schriker
266	28	30	37	105	-1	//Schriker
267	28	30	23	87	-1	//Illusion of Kundun
end

//Monsters Kalima 6
//==================================================
//Mob	Map	Rad	X	Y	Dir	Name
//==================================================
2
268	29	30	109	54	-1	//Death Angel
268	29	30	107	54	-1	//Death Angel
268	29	30	120	67	-1	//Death Angel
268	29	30	115	78	-1	//Death Angel
268	29	30	118	78	-1	//Death Angel
268	29	30	105	91	-1	//Death Angel
268	29	30	97	96	-1	//Death Angel
268	29	30	101	92	-1	//Death Angel
268	29	30	109	101	-1	//Death Angel
268	29	30	88	87	-1	//Death Angel
269	29	30	77	86	-1	//Death Centurion
269	29	30	82	91	-1	//Death Centurion
269	29	30	70	69	-1	//Death Centurion
269	29	30	54	78	-1	//Death Centurion
269	29	30	65	71	-1	//Death Centurion
270	29	30	94	19	-1	//Bloody Soldier
270	29	30	113	20	-1	//Bloody Soldier
270	29	30	109	24	-1	//Bloody Soldier
270	29	30	104	32	-1	//Bloody Soldier
270	29	30	112	40	-1	//Bloody Soldier
270	29	30	108	29	-1	//Bloody Soldier
270	29	30	108	37	-1	//Bloody Soldier
270	29	30	107	41	-1	//Bloody Soldier
270	29	30	115	65	-1	//Bloody Soldier
270	29	30	115	60	-1	//Bloody Soldier
270	29	30	104	66	-1	//Bloody Soldier
270	29	30	116	75	-1	//Bloody Soldier
271	29	30	40	9	-1	//Aegis
271	29	30	36	26	-1	//Aegis
271	29	30	33	19	-1	//Aegis
271	29	30	37	16	-1	//Aegis
271	29	30	42	23	-1	//Aegis
271	29	30	42	9	-1	//Aegis
271	29	30	45	16	-1	//Aegis
271	29	30	50	25	-1	//Aegis
271	29	30	52	14	-1	//Aegis
271	29	30	58	24	-1	//Aegis
271	29	30	62	23	-1	//Aegis
271	29	30	69	24	-1	//Aegis
272	29	30	75	13	-1	//Lord Centurion
272	29	30	78	19	-1	//Lord Centurion
272	29	30	80	12	-1	//Lord Centurion
272	29	30	79	26	-1	//Lord Centurion
272	29	30	97	17	-1	//Lord Centurion
272	29	30	81	14	-1	//Lord Centurion
272	29	30	91	9	-1	//Lord Centurion
272	29	30	98	10	-1	//Lord Centurion
272	29	30	109	26	-1	//Lord Centurion
272	29	30	119	44	-1	//Lord Centurion
273	29	30	113	83	-1	//Necron
273	29	30	122	96	-1	//Necron
273	29	30	101	108	-1	//Necron
273	29	30	81	81	-1	//Necron
273	29	30	87	92	-1	//Necron
273	29	30	73	77	-1	//Necron
273	29	30	77	82	-1	//Necron
273	29	30	63	69	-1	//Necron
274	29	30	37	68	-1	//Schriker
274	29	30	45	70	-1	//Schriker
274	29	30	36	49	-1	//Schriker
274	29	30	30	62	-1	//Schriker
274	29	30	27	48	-1	//Schriker
274	29	30	41	76	-1	//Schriker
274	29	30	45	90	-1	//Schriker
274	29	30	36	104	-1	//Schriker
274	29	30	48	112	-1	//Schriker
274	29	30	43	91	-1	//Schriker
274	29	30	42	94	-1	//Schriker
274	29	30	38	112	-1	//Schriker
338	36	30	23	86	-1	//Illusion of Kundun
end

//Npcs Aida
//==================================================
//Mob	Map	Rad	X	Y	Dir	Name
//==================================================
0
369	33	0	80	14	3	//Osborne
370	33	0	86	13	2	//Jeridon
end

//Monsters Aida
//==================================================
//Mob	Map	Rad	X	Y	Dir	Name
//==================================================
2
304	33	5	145	14	-1	//Witch Queen
304	33	5	145	14	-1	//Witch Queen
304	33	5	145	14	-1	//Witch Queen
304	33	5	163	13	-1	//Witch Queen
304	33	5	163	13	-1	//Witch Queen
304	33	5	163	13	-1	//Witch Queen
304	33	5	163	13	-1	//Witch Queen
304	33	5	163	13	-1	//Witch Queen
304	33	5	173	16	-1	//Witch Queen
304	33	5	225	13	-1	//Witch Queen
304	33	5	193	15	-1	//Witch Queen
304	33	5	222	139	-1	//Witch Queen
304	33	5	233	157	-1	//Witch Queen
304	33	5	213	137	-1	//Witch Queen
304	33	5	158	166	-1	//Witch Queen
304	33	5	152	120	-1	//Witch Queen
304	33	5	138	144	-1	//Witch Queen
305	33	5	185	14	-1	//Blue Golem
305	33	5	188	15	-1	//Blue Golem
305	33	5	185	15	-1	//Blue Golem
305	33	5	112	142	-1	//Blue Golem
305	33	5	98	174	-1	//Blue Golem
305	33	5	96	149	-1	//Blue Golem
305	33	5	116	45	-1	//Blue Golem
305	33	5	79	75	-1	//Blue Golem
305	33	5	199	152	-1	//Blue Golem
305	33	5	173	123	-1	//Blue Golem
305	33	5	109	158	-1	//Blue Golem
305	33	5	112	142	-1	//Blue Golem
305	33	5	98	174	-1	//Blue Golem
305	33	5	96	149	-1	//Blue Golem
305	33	5	116	45	-1	//Blue Golem
305	33	5	79	75	-1	//Blue Golem
306	33	5	115	25	-1	//Death Rider
306	33	5	130	20	-1	//Death Rider
306	33	5	130	20	-1	//Death Rider
306	33	5	130	20	-1	//Death Rider
